gene_id;SHSY5Y_b (SRR4098610);A431_a (SRR629557);U-251 MG_a (SRR629561);U-251 MG_b (SRR629562);U2OS_a (SRR629563);A-549_a (SRR629564);A-549_b (SRR629565);CACO-2_a (SRR629566);CACO-2_b (SRR629568);HEK 293_b (SRR629570);Hep-G2_a (SRR629573);MCF-7_a (SRR629577);MCF-7_b (SRR629578);PC3_a (SRR629581);gene_name;gene_chr;gene_start;gene_end;gene_strand;gene_length;gene_biotype;description
ENSG00000105143;0;0;0;0;8;0;0;0;0;0;0;0;0;0;SLC1A6;NC_000019.10;14950033;15010643;-;60611;protein_coding;"solute carrier family 1 member 6 [Source:HGNC Symbol;Acc:HGNC:10944]"
ENSG00000109182;8;0;0;0;0;0;0;0;0;0;0;0;0;0;CWH43;NC_000004.12;48986247;49062079;+;75833;protein_coding;"cell wall biogenesis 43 C-terminal homolog [Source:HGNC Symbol;Acc:HGNC:26133]"
ENSG00000115607;0;0;0;0;3;3;0;0;0;0;0;0;2;0;IL18RAP;NC_000002.12;102418550;102452568;+;34019;protein_coding;"interleukin 18 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5989]"
ENSG00000122133;0;0;0;0;5;0;0;0;0;0;3;0;0;0;PAEP;NC_000009.12;135561627;135566776;+;5150;protein_coding;"progestagen associated endometrial protein [Source:HGNC Symbol;Acc:HGNC:8573]"
ENSG00000124935;0;0;0;0;0;0;0;0;0;8;0;0;0;0;SCGB1D2;NC_000011.10;62242252;62244808;+;2557;protein_coding;"secretoglobin family 1D member 2 [Source:HGNC Symbol;Acc:HGNC:18396]"
ENSG00000129467;5;0;0;0;0;0;0;0;3;0;0;0;0;0;ADCY4;NC_000014.9;NW_018654722.1;24318349;619327;24335071;636049;-;-;33446;protein_coding;"adenylate cyclase 4 [Source:HGNC Symbol;Acc:HGNC:235]"
ENSG00000134160;0;2;6;0;0;0;0;0;0;0;0;0;0;0;TRPM1;NC_000015.10;NW_011332701.1;NT_187660.1;31001061;3174369;3286821;31161273;3334585;3447037;-;-;-;480647;protein_coding;"transient receptor potential cation channel subfamily M member 1 [Source:HGNC Symbol;Acc:HGNC:7146]"
ENSG00000136487;0;0;0;0;0;0;0;0;0;8;0;0;0;0;GH2;NC_000017.11;63880212;63881942;-;1731;protein_coding;"growth hormone 2 [Source:HGNC Symbol;Acc:HGNC:4262]"
ENSG00000147573;0;0;0;0;0;0;8;0;0;0;0;0;0;0;TRIM55;NC_000008.11;66112667;66175485;+;62819;protein_coding;"tripartite motif containing 55 [Source:HGNC Symbol;Acc:HGNC:14215]"
ENSG00000148156;0;0;3;0;0;0;0;0;0;3;0;0;2;0;ACTL7B;NC_000009.12;108854588;108855995;-;1408;protein_coding;"actin like 7B [Source:HGNC Symbol;Acc:HGNC:162]"
ENSG00000150048;0;0;0;0;0;0;0;0;0;8;0;0;0;0;CLEC1A;NC_000012.12;10069504;10099065;-;29562;protein_coding;"C-type lectin domain family 1 member A [Source:HGNC Symbol;Acc:HGNC:24355]"
ENSG00000159374;0;0;0;3;0;0;0;0;0;0;0;5;0;0;M1AP;NC_000002.12;74557640;74648338;-;90699;protein_coding;"meiosis 1 associated protein [Source:HGNC Symbol;Acc:HGNC:25183]"
ENSG00000161992;0;0;0;0;5;0;0;0;0;0;0;3;0;0;PRR35;NC_000016.10;559786;565531;+;5746;protein_coding;"proline rich 35 [Source:HGNC Symbol;Acc:HGNC:14139]"
ENSG00000162897;0;0;0;0;0;0;0;0;8;0;0;0;0;0;FCAMR;NC_000001.11;206957955;206970657;-;12703;protein_coding;"Fc alpha and mu receptor [Source:HGNC Symbol;Acc:HGNC:24692]"
ENSG00000163116;0;0;0;0;0;0;0;0;0;8;0;0;0;0;STPG2;NC_000004.12;97184113;98143486;-;959374;protein_coding;"sperm tail PG-rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:28712]"
ENSG00000165370;0;0;0;0;0;0;0;0;0;5;0;0;0;3;GPR101;NC_000023.11;137030148;137031674;-;1527;protein_coding;"G protein-coupled receptor 101 [Source:HGNC Symbol;Acc:HGNC:14963]"
ENSG00000166535;0;8;0;0;0;0;0;0;0;0;0;0;0;0;A2ML1;NC_000012.12;8822472;8887202;+;64731;protein_coding;"alpha-2-macroglobulin like 1 [Source:HGNC Symbol;Acc:HGNC:23336]"
ENSG00000167916;0;0;0;0;0;0;0;0;3;0;0;0;5;0;KRT24;NC_000017.11;40694246;40703750;-;9505;protein_coding;"keratin 24 [Source:HGNC Symbol;Acc:HGNC:18527]"
ENSG00000168658;0;0;2;5;0;0;0;0;0;0;0;0;0;1;VWA3B;NC_000002.12;98087132;98330682;+;243551;protein_coding;"von Willebrand factor A domain containing 3B [Source:HGNC Symbol;Acc:HGNC:28385]"
ENSG00000172673;0;0;0;0;4;0;0;0;4;0;0;0;0;0;THEMIS;NC_000006.12;NT_187556.1;127708194;53392;127918631;263829;-;-;420876;protein_coding;"thymocyte selection associated [Source:HGNC Symbol;Acc:HGNC:21569]"
ENSG00000172782;0;0;0;0;0;0;0;0;8;0;0;0;0;0;FADS6;NC_000017.11;74877302;74893811;-;16510;protein_coding;"fatty acid desaturase 6 [Source:HGNC Symbol;Acc:HGNC:30459]"
ENSG00000173250;0;0;5;0;0;0;0;0;0;0;0;0;0;3;GPR151;NC_000005.10;146514854;146516113;-;1260;protein_coding;"G protein-coupled receptor 151 [Source:HGNC Symbol;Acc:HGNC:23624]"
ENSG00000173578;0;0;0;0;0;0;0;3;2;0;0;3;0;0;XCR1;NC_000003.12;46016990;46086803;-;69814;protein_coding;"X-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:1625]"
ENSG00000175018;0;8;0;0;0;0;0;0;0;0;0;0;0;0;TEX36;NC_000010.11;125576522;125683144;-;106623;protein_coding;"testis expressed 36 [Source:HGNC Symbol;Acc:HGNC:31653]"
ENSG00000177710;4;0;2;0;0;0;0;0;0;0;0;1;1;0;SLC35G5;NC_000008.11;NW_018654717.1;11330986;2014659;11332186;2015859;+;-;2402;protein_coding;"solute carrier family 35 member G5 [Source:HGNC Symbol;Acc:HGNC:15546]"
ENSG00000177752;0;0;0;0;5;0;3;0;0;0;0;0;0;0;YIPF7;NC_000004.12;44619578;44656868;-;37291;protein_coding;"Yip1 domain family member 7 [Source:HGNC Symbol;Acc:HGNC:26825]"
ENSG00000178125;5;0;0;0;0;0;0;0;0;0;0;0;3;0;PPP1R42;NC_000008.11;66987676;67028551;-;40876;protein_coding;"protein phosphatase 1 regulatory subunit 42 [Source:HGNC Symbol;Acc:HGNC:33732]"
ENSG00000178248;0;0;0;0;0;0;8;0;0;0;0;0;0;0;LINC01658;NC_000022.11;NT_187632.1;23462082;108040;23486980;132939;-;-;49799;lncRNA;"family with sequence similarity 230 member I [Source:HGNC Symbol;Acc:HGNC:52446]"
ENSG00000178828;3;0;0;0;0;0;0;2;3;0;0;0;0;0;RNF186;NC_000001.11;19814029;19815278;-;1250;protein_coding;"ring finger protein 186 [Source:HGNC Symbol;Acc:HGNC:25978]"
ENSG00000179059;5;3;0;0;0;0;0;0;0;0;0;0;0;0;ZFP42;NC_000004.12;187994044;188005050;+;11007;protein_coding;"ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]"
ENSG00000179902;0;0;0;0;0;0;0;0;0;2;0;0;6;0;C1orf194;NC_000001.11;109105951;109113878;-;7928;protein_coding;"cilia and flagella associated protein 276 [Source:HGNC Symbol;Acc:HGNC:32331]"
ENSG00000180828;0;0;0;0;0;0;0;0;0;8;0;0;0;0;BHLHE22;NC_000008.11;64580238;64583634;+;3397;protein_coding;"basic helix-loop-helix family member e22 [Source:HGNC Symbol;Acc:HGNC:11963]"
ENSG00000182053;0;0;0;0;8;0;0;0;0;0;0;0;0;0;TRIM49B;NC_000011.10;49031596;49038049;+;6454;protein_coding;"tripartite motif containing 49B [Source:HGNC Symbol;Acc:HGNC:42955]"
ENSG00000182631;0;0;0;0;0;0;0;0;4;4;0;0;0;0;RXFP3;NC_000005.10;NT_187551.1;33936386;137708;33938918;140240;+;+;5066;protein_coding;"relaxin family peptide receptor 3 [Source:HGNC Symbol;Acc:HGNC:24883]"
ENSG00000183439;0;0;0;0;0;0;0;0;0;0;0;0;5;3;TRIM61;NC_000004.12;164954446;164977666;-;23221;protein_coding;"tripartite motif containing 61 [Source:HGNC Symbol;Acc:HGNC:24339]"
ENSG00000183822;0;0;0;0;0;0;0;0;0;0;0;8;0;0;NCF4-AS1;NC_000022.11;NT_187631.1;36847372;68159;36870443;94394;-;-;49308;lncRNA;"NCF4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40393]"
ENSG00000185610;0;0;0;0;0;0;0;0;0;5;0;0;0;3;DBX2;NC_000012.12;45014756;45051099;-;36344;protein_coding;"developing brain homeobox 2 [Source:HGNC Symbol;Acc:HGNC:33186]"
ENSG00000185940;8;0;0;0;0;0;0;0;0;0;0;0;0;0;KRTAP5-5;NC_000011.10;NT_187584.1;NT_187657.1;1629803;112040;106504;1630930;113167;107618;+;+;+;3371;protein_coding;"keratin associated protein 5-5 [Source:HGNC Symbol;Acc:HGNC:23601]"
ENSG00000187833;0;0;5;0;0;0;0;0;3;0;0;0;0;0;C2orf78;NC_000002.12;73784189;73817147;+;32959;protein_coding;"chromosome 2 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:34349]"
ENSG00000187905;8;0;0;0;0;0;0;0;0;0;0;0;0;0;LRRC74B;NC_000022.11;21045960;21064168;+;18209;protein_coding;"leucine rich repeat containing 74B [Source:HGNC Symbol;Acc:HGNC:34301]"
ENSG00000196946;0;0;0;0;0;0;0;3;5;0;0;0;0;0;ZNF705A;NC_000012.12;8156999;8180046;+;23048;protein_coding;"zinc finger protein 705A [Source:HGNC Symbol;Acc:HGNC:32281]"
ENSG00000197213;0;0;0;0;0;0;0;0;0;5;0;0;3;0;ZSCAN5B;NC_000019.10;56189689;56197890;-;8202;protein_coding;"zinc finger and SCAN domain containing 5B [Source:HGNC Symbol;Acc:HGNC:34246]"
ENSG00000198077;0;0;0;0;0;0;0;0;2;2;0;4;0;0;CYP2A7;NC_000019.10;40875439;40885951;-;10513;protein_coding;"cytochrome P450 family 2 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2611]"
ENSG00000203645;0;0;0;0;0;0;0;0;5;0;0;0;3;0;LINC00501;NC_000003.12;177294442;177323435;+;28994;lncRNA;"long intergenic non-protein coding RNA 501 [Source:HGNC Symbol;Acc:HGNC:43439]"
ENSG00000206187;0;0;0;0;0;0;0;0;0;8;0;0;0;0;LINC02346;NC_000015.10;25902360;26053120;+;150761;lncRNA;"long intergenic non-protein coding RNA 2346 [Source:HGNC Symbol;Acc:HGNC:53268]"
ENSG00000206260;0;0;0;0;0;0;0;0;0;0;0;5;3;0;PRR23A;NC_000003.12;139003962;139006268;-;2307;protein_coding;"proline rich 23A [Source:HGNC Symbol;Acc:HGNC:37172]"
ENSG00000207340;0;2;3;0;0;0;0;0;0;3;0;0;0;0;RNVU1-1;NC_000001.11;148362370;148362533;-;164;snRNA;"RNA
ENSG00000212722;0;0;0;0;0;0;0;0;0;0;0;0;0;8;KRTAP4-9;NC_000017.11;NW_003871091.1;41105389;255076;41106488;256175;+;+;2200;protein_coding;"keratin associated protein 4-9 [Source:HGNC Symbol;Acc:HGNC:18910]"
ENSG00000215070;0;0;0;0;6;2;0;0;0;0;0;0;0;0;XRCC6P5;NC_000023.11;99461602;99939843;-;478242;transcribed_pseudogene;"X-ray repair cross complementing 6 pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:45187]"
ENSG00000221946;0;5;0;0;0;3;0;0;0;0;0;0;0;0;FXYD7;NC_000019.10;35143250;35154302;+;11053;protein_coding;"FXYD domain containing ion transport regulator 7 [Source:HGNC Symbol;Acc:HGNC:4034]"
ENSG00000223611;8;0;0;0;0;0;0;0;0;0;0;0;0;0;SUPT20HL2;NC_000023.11;24308215;24313393;-;5179;protein_coding;"SUPT20H like 2 [Source:HGNC Symbol;Acc:HGNC:31797]"
ENSG00000224613;8;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC101928436;NC_000001.11;103417081;103525511;-;108431;protein_coding;"RNPC3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55855]"
ENSG00000225535;0;0;3;0;0;0;0;0;0;0;0;0;0;5;LINC01393;NC_000007.14;115078958;115126314;+;47357;lncRNA;"long intergenic non-protein coding RNA 1393 [Source:HGNC Symbol;Acc:HGNC:50669]"
ENSG00000226251;0;5;0;0;0;0;0;3;0;0;0;0;0;0;LOC101929541;NC_000001.11;212213002;212285021;-;72020;lncRNA;"long intergenic non-protein coding RNA 2608 [Source:HGNC Symbol;Acc:HGNC:54052]"
ENSG00000226846;0;0;0;0;0;0;0;8;0;0;0;0;0;0;LINC00348;NC_000013.11;71015141;71168417;+;153277;lncRNA;"long intergenic non-protein coding RNA 348 [Source:HGNC Symbol;Acc:HGNC:42658]"
ENSG00000228033;0;6;0;0;0;0;0;0;0;0;0;0;0;2;LOC105369165;NC_000002.12;52720867;53209042;-;488176;lncRNA;"novel transcript"
ENSG00000229108;0;0;0;0;0;0;0;0;0;8;0;0;0;0;MEOX2-AS1;NC_000007.14;15688378;15696892;+;8515;lncRNA;"long intergenic non-protein coding RNA 2587 [Source:HGNC Symbol;Acc:HGNC:50672]"
ENSG00000230107;0;8;0;0;0;0;0;0;0;0;0;0;0;0;LOC101927344;NC_000022.11;42438023;42453403;+;15381;lncRNA;"novel transcript"
ENSG00000233539;0;0;0;0;0;0;8;0;0;0;0;0;0;0;LOC730338;NC_000007.14;46687879;46697122;-;9244;lncRNA;"novel transcript"
ENSG00000235532;3;0;0;0;5;0;0;0;0;0;0;0;0;0;LINC00402;NC_000013.11;74231444;74259976;+;28533;lncRNA;"long intergenic non-protein coding RNA 402 [Source:HGNC Symbol;Acc:HGNC:42732]"
ENSG00000236039;0;0;0;0;0;0;8;0;0;0;0;0;0;0;LOC101927630;NC_000007.14;17463445;17558909;-;95465;lncRNA;"long intergenic non-protein coding RNA 2889 [Source:HGNC Symbol;Acc:HGNC:55071]"
ENSG00000236301;0;0;0;0;0;0;0;0;0;0;0;0;8;0;MRGPRG-AS1;NC_000011.10;3218332;3223131;+;4800;lncRNA;"MRGPRG antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26691]"
ENSG00000240654;0;0;0;0;0;2;0;0;0;1;0;0;5;0;C1QTNF9;NC_000013.11;24307166;24322531;+;15366;protein_coding;"C1q and TNF related 9 [Source:HGNC Symbol;Acc:HGNC:28732]"
ENSG00000244355;0;0;0;0;0;0;0;0;4;4;0;0;0;0;LY6G6D;NC_000006.12;NT_113891.3;NT_167245.2;NT_167246.2;NT_167247.2;NT_167248.2;NT_167249.2;31715356;3192640;2963118;3020406;3057233;2971176;3014652;31717804;3195092;2965566;3022850;3059679;2973618;3017100;+;+;+;+;+;+;+;17135;protein_coding;"lymphocyte antigen 6 family member G6D [Source:HGNC Symbol;Acc:HGNC:13935]"
ENSG00000249803;0;0;0;0;8;0;0;0;0;0;0;0;0;0;CTB-1I21.1;NC_000005.10;136753815;136755619;+;1805;lncRNA;"uncharacterized CTB-1I21.1 [Source:NCBI gene (formerly Entrezgene);Acc:105379191]"
ENSG00000250579;0;0;3;0;0;0;5;0;0;0;0;0;0;0;CTD-2297D10.2;NC_000005.10;5132085;5140054;-;7970;lncRNA;"ADAMTS16 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55548]"
ENSG00000250584;0;0;0;0;0;0;0;4;4;0;0;0;0;0;LINC01511;NC_000005.10;NT_187547.1;1363582;133936;1380073;150427;-;+;32984;lncRNA;"long intergenic non-protein coding RNA 1511 [Source:HGNC Symbol;Acc:HGNC:51200]"
ENSG00000250685;0;8;0;0;0;0;0;0;0;0;0;0;0;0;LOC654780;NC_000016.10;84192558;84197053;-;4496;lncRNA;"novel transcript
ENSG00000250974;0;0;0;0;8;0;0;0;0;0;0;0;0;0;LOC105374642;NC_000005.10;6846721;6888120;+;41400;lncRNA;"long intergenic non-protein coding RNA 2196 [Source:HGNC Symbol;Acc:HGNC:53062]"
ENSG00000251072;5;0;0;0;3;0;0;0;0;0;0;0;0;0;LMNB1-DT;NC_000005.10;126751963;126776486;-;24524;lncRNA;"LMNB1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53089]"
ENSG00000254337;0;0;0;0;0;0;0;0;0;0;0;0;8;0;LOC107986951;NC_000008.11;68849606;68858076;-;8471;lncRNA;"novel transcript"
ENSG00000255192;2;0;0;2;0;3;0;0;0;0;1;0;0;0;NANOGP8;NC_000015.10;35083410;35085408;-;1999;protein_coding;"Nanog homeobox retrogene P8 [Source:HGNC Symbol;Acc:HGNC:23106]"
ENSG00000258499;4;0;0;0;0;0;0;0;0;0;0;4;0;0;LINC02287;NC_000014.9;NT_187601.1;92905697;20259;92907482;22044;-;-;3572;lncRNA;"long intergenic non-protein coding RNA 2287 [Source:HGNC Symbol;Acc:HGNC:53204]"
ENSG00000258700;0;0;0;0;0;0;0;0;0;0;0;0;0;8;LINC00871;NC_000014.9;46064159;46501903;+;437745;lncRNA;"long intergenic non-protein coding RNA 871 [Source:HGNC Symbol;Acc:HGNC:47038]"
ENSG00000258819;0;0;0;0;0;0;0;0;0;0;0;0;5;3;LINC02289;NC_000014.9;77069180;77076191;-;7012;lncRNA;"long intergenic non-protein coding RNA 2289 [Source:HGNC Symbol;Acc:HGNC:53205]"
ENSG00000259520;0;0;0;0;0;0;0;0;0;0;0;0;8;0;LOC101928414;NC_000015.10;45251581;45279222;-;27642;lncRNA;"SLC28A2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55417]"
ENSG00000260785;0;8;0;0;0;0;0;0;0;0;0;0;0;0;CASC17;NC_000017.11;71097774;71202179;-;104406;lncRNA;"cancer susceptibility 17 [Source:HGNC Symbol;Acc:HGNC:43911]"
ENSG00000266043;0;0;8;0;0;0;0;0;0;0;0;0;0;0;MIR3649;NC_000012.12;NW_018654718.1;1660315;2459;1660380;2524;-;-;132;miRNA;"microRNA 3649 [Source:HGNC Symbol;Acc:HGNC:38948]"
ENSG00000266174;8;0;0;0;0;0;0;0;0;0;0;0;0;0;MIR4666A;NC_000001.11;NW_018654708.1;228462074;53273;228462152;53351;+;+;158;miRNA;"microRNA 4666a [Source:HGNC Symbol;Acc:HGNC:41750]"
ENSG00000266265;0;3;0;0;0;0;0;0;0;0;0;0;5;0;KLF14;NC_000007.14;130732554;130734033;-;1480;protein_coding;"KLF transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:23025]"
ENSG00000266750;0;3;0;0;0;0;2;3;0;0;0;0;0;0;MIR4645;NC_000006.12;2854031;2854107;-;77;miRNA;"microRNA 4645 [Source:HGNC Symbol;Acc:HGNC:41689]"
ENSG00000267051;0;0;0;8;0;0;0;0;0;0;0;0;0;0;LOC105371993;NC_000018.10;11316435;11319013;-;2579;lncRNA;"novel transcript"
ENSG00000275226;0;0;8;0;0;0;0;0;0;0;0;0;0;0;LINC00547;NC_000013.11;37534940;37551536;+;16597;lncRNA;"long intergenic non-protein coding RNA 547 [Source:HGNC Symbol;Acc:HGNC:43682]"
ENSG00000275846;8;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC105374989;NC_000006.12;26602034;26606661;+;4628;lncRNA;"novel transcript"
ENSG00000276027;0;0;0;0;0;0;0;0;2;0;1;0;3;2;RNU12;NC_000022.11;42615245;42615393;+;149;snRNA;"RNA
ENSG00000276231;0;5;3;0;0;0;0;0;0;0;0;0;0;0;PIK3R6;NC_000017.11;8802723;8870003;-;67281;protein_coding;"phosphoinositide-3-kinase regulatory subunit 6 [Source:HGNC Symbol;Acc:HGNC:27101]"
ENSG00000277379;0;0;0;0;2;0;0;0;0;0;0;2;2;2;MIR6724-3;NC_000021.9;8388362;8388453;+;92;miRNA;"microRNA 6724-3 [Source:HGNC Symbol;Acc:HGNC:50842]"
ENSG00000277855;5;0;0;0;0;0;0;0;0;3;0;0;0;0;LOC105377155;NC_000003.12;71627638;71628694;+;1057;lncRNA;"novel transcript
ENSG00000277893;0;0;0;0;5;0;0;0;0;0;3;0;0;0;SRD5A2;NC_000002.12;31522486;31665651;-;143166;protein_coding;"steroid 5 alpha-reductase 2 [Source:HGNC Symbol;Acc:HGNC:11285]"
ENSG00000279770;0;1;0;0;5;0;0;0;0;0;0;0;0;2;LINC00552;NC_000013.11;NT_187596.1;113748511;22003;113751089;24579;-;-;5156;lncRNA;"long intergenic non-protein coding RNA 552 [Source:HGNC Symbol;Acc:HGNC:43692]"
ENSG00000283503;8;0;0;0;0;0;0;0;0;0;0;0;0;0;LINC01902;NC_000018.10;39841709;39889993;+;48285;lncRNA;"long intergenic non-protein coding RNA 1902 [Source:HGNC Symbol;Acc:HGNC:52721]"
ENSG00000287530;0;0;0;0;6;0;0;2;0;0;0;0;0;0;LOC105370115;NC_000013.11;23954464;23969256;+;14793;lncRNA;"novel transcript"
ENSG00000288946;0;0;0;0;0;0;0;0;0;0;0;8;0;0;LOC105372686;NC_000020.11;57159270;57162508;-;3239;lncRNA;"novel transcript"
ENSG00000297460;0;8;0;0;0;0;0;0;0;0;0;0;0;0;LOC105376627;NC_000011.10;35086800;35097559;+;10760;lncRNA;"novel transcript"
ENSG00000298143;0;0;0;0;0;0;0;0;0;0;0;0;0;8;LOC105369350;NC_000011.10;65937394;65945524;-;8131;lncRNA;"novel transcript
ENSG00000300895;8;0;0;0;0;0;0;0;0;0;0;0;0;0;LOC102723639;NC_000012.12;115013142;115105238;+;92097;lncRNA;"novel transcript"
ENSG00000303224;0;0;0;0;0;0;0;0;0;0;0;0;0;8;LOC105370256;NC_000013.11;73592401;73634420;+;42020;lncRNA;"novel transcript"
ENSG00000309565;0;0;0;0;0;0;0;0;0;8;0;0;0;0;LOC105376267;NC_000009.12;123995912;123999387;-;3476;lncRNA;"novel transcript"
ENSG00000078579;7;0;0;0;0;0;0;0;0;0;0;0;0;0;FGF20;NC_000008.11;16992825;17002165;-;9341;protein_coding;"fibroblast growth factor 20 [Source:HGNC Symbol;Acc:HGNC:3677]"
ENSG00000102802;0;0;0;7;0;0;0;0;0;0;0;0;0;0;MEDAG;NC_000013.11;30906175;30925577;+;19403;protein_coding;"mesenteric estrogen dependent adipogenesis [Source:HGNC Symbol;Acc:HGNC:25926]"
ENSG00000117154;4;3;0;0;0;0;0;0;0;0;0;0;0;0;IGSF21;NC_000001.11;18107746;18378483;+;270738;protein_coding;"immunoglobin superfamily member 21 [Source:HGNC Symbol;Acc:HGNC:28246]"
ENSG00000122543;0;0;0;0;0;0;0;0;0;0;0;3;4;0;OCM;NC_000007.14;5859789;5886363;+;26575;protein_coding;"oncomodulin [Source:HGNC Symbol;Acc:HGNC:8105]"
ENSG00000124610;0;0;0;0;4;0;0;0;0;3;0;0;0;0;HIST1H1A;NC_000006.12;26017032;26017812;-;781;protein_coding;"H1.1 linker histone
ENSG00000126337;0;7;0;0;0;0;0;0;0;0;0;0;0;0;KRT36;NC_000017.11;41486136;41489864;-;3729;protein_coding;"keratin 36 [Source:HGNC Symbol;Acc:HGNC:6454]"
ENSG00000126467;0;0;0;0;0;0;0;0;0;7;0;0;0;0;TSKS;NC_000019.10;49739753;49763328;-;23576;protein_coding;"testis specific serine kinase substrate [Source:HGNC Symbol;Acc:HGNC:30719]"
ENSG00000126752;0;0;0;0;0;0;0;0;0;0;0;0;0;7;SSX1;NC_000023.11;48255317;48267444;+;12128;protein_coding;"SSX family member 1 [Source:HGNC Symbol;Acc:HGNC:11335]"
ENSG00000129152;0;0;0;0;0;0;0;0;0;0;0;0;0;7;MYOD1;NC_000011.10;17719563;17722131;+;2569;protein_coding;"myogenic differentiation 1 [Source:HGNC Symbol;Acc:HGNC:7611]"
ENSG00000132514;0;0;0;0;0;0;0;0;0;0;4;0;0;3;CLEC10A;NC_000017.11;7074537;7080307;-;5771;protein_coding;"C-type lectin domain containing 10A [Source:HGNC Symbol;Acc:HGNC:16916]"
ENSG00000134489;0;0;0;0;4;0;0;0;0;3;0;0;0;0;HRH4;NC_000018.10;24460629;24479957;+;19329;protein_coding;"histamine receptor H4 [Source:HGNC Symbol;Acc:HGNC:17383]"
ENSG00000140478;0;0;0;0;0;0;0;4;0;2;0;1;0;0;GOLGA6D;NC_000015.10;75282841;75295807;+;12967;protein_coding;"golgin A6 family member D [Source:HGNC Symbol;Acc:HGNC:32204]"
ENSG00000140932;0;1;0;0;0;3;0;0;0;0;0;3;0;0;CMTM2;NC_000016.10;66579448;66588275;+;8828;protein_coding;"CKLF like MARVEL transmembrane domain containing 2 [Source:HGNC Symbol;Acc:HGNC:19173]"
ENSG00000141316;0;0;0;0;0;0;0;0;7;0;0;0;0;0;SPACA3;NC_000017.11;32991864;32997877;+;6014;protein_coding;"sperm acrosome associated 3 [Source:HGNC Symbol;Acc:HGNC:16260]"
ENSG00000142789;0;0;0;4;0;0;0;0;0;0;0;0;0;3;CELA3A;NC_000001.11;22001656;22012542;+;10887;protein_coding;"chymotrypsin like elastase 3A [Source:HGNC Symbol;Acc:HGNC:15944]"
ENSG00000148604;0;0;0;0;0;0;0;0;0;0;7;0;0;0;RGR;NC_000010.11;84243741;84259188;+;15448;protein_coding;"retinal G protein coupled receptor [Source:HGNC Symbol;Acc:HGNC:9990]"
ENSG00000148795;0;0;0;0;0;0;0;0;0;0;7;0;0;0;CYP17A1;NC_000010.11;102830531;102837533;-;7003;protein_coding;"cytochrome P450 family 17 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2593]"
ENSG00000151704;0;0;0;0;4;0;0;0;0;0;0;0;0;3;KCNJ1;NC_000011.10;128838014;128867373;-;29360;protein_coding;"potassium inwardly rectifying channel subfamily J member 1 [Source:HGNC Symbol;Acc:HGNC:6255]"
ENSG00000156738;0;7;0;0;0;0;0;0;0;0;0;0;0;0;MS4A1;NC_000011.10;60455809;60470752;+;14944;protein_coding;"membrane spanning 4-domains A1 [Source:HGNC Symbol;Acc:HGNC:7315]"
ENSG00000161798;4;0;0;0;0;0;0;0;3;0;0;0;0;0;AQP5;NC_000012.12;49961496;49965682;+;4187;protein_coding;"aquaporin 5 [Source:HGNC Symbol;Acc:HGNC:638]"
ENSG00000163216;0;0;0;0;6;0;0;0;1;0;0;0;0;0;SPRR2D;NC_000001.11;153039725;153041144;-;1420;protein_coding;"small proline rich protein 2D [Source:HGNC Symbol;Acc:HGNC:11264]"
ENSG00000163749;2;0;4;0;0;1;0;0;0;0;0;0;0;0;CCDC158;NC_000004.12;76313039;76421920;-;108882;protein_coding;"coiled-coil domain containing 158 [Source:HGNC Symbol;Acc:HGNC:26374]"
ENSG00000167613;0;0;0;0;0;0;0;0;0;6;1;0;0;0;LAIR1;NC_000019.10;NW_003571055.2;NW_003571060.1;NW_003571061.2;NT_187693.1;54353624;335030;258363;335586;336347;54370556;351962;275207;352517;353277;-;-;-;-;-;84574;protein_coding;"leukocyte associated immunoglobulin like receptor 1 [Source:HGNC Symbol;Acc:HGNC:6477]"
ENSG00000170893;0;7;0;0;0;0;0;0;0;0;0;0;0;0;TRH;NC_000003.12;129974393;129977938;+;3546;protein_coding;"thyrotropin releasing hormone [Source:HGNC Symbol;Acc:HGNC:12298]"
ENSG00000171495;7;0;0;0;0;0;0;0;0;0;0;0;0;0;MROH2B;NC_000005.10;40998020;41071342;-;73323;protein_coding;"maestro heat like repeat family member 2B [Source:HGNC Symbol;Acc:HGNC:26857]"
